Communications,This is an intermediate unit of study in telecommunications following on the general concepts studied in earlier units such as Signal and Systems and leading on to more advanced units such as Digital Communication Systems. Student will learn how to critically design and evaluate digital communication systems including the elements of a digital transmission system understand the limitations of communications channels different analog and digital modulation schemes and reasons to use digital techniques instead of analog and the effect of noise and interference in performance of the digital communication systems. On completion of this unit studentss will have sufficient knowledge of the physical channel of a telecommunications network to approach the study of higher layers of the network stack.,ELEC9505,Electrical
Topics in Software Engineering,This Unit addresses software engineering practice in relation to modern complex systems as used in areas such as finance health power systems and communications.,ELEC5617,Electrical
Networked Embedded Systems,This unit aim to teach the fundamentals concepts associated with:,ELEC5514,Electrical
Intelligent Electricity Networks ,"This unit aims to give students an introduction to the planning and operation of modern electricity grids also known as ""smart"" grids. Traditional power networks featured a small number of large base-load plants sending power out over transmission lines to be distributed in radial lower voltage networks to loads. In response to the need to reduce carbon impact future networks will feature diverse generation scattered all over the network including at distribution levels. Also there will be new loads such as electric vehicles and technologies including energy storage and lower voltage power flow control devices. The operation of these new networks will be possible by much greater use of information and communication technology (ICT) and control over the information networks.",ELEC5208,Electrical
Object Oriented Application Frameworks,This unit aims to introduce students to the main issues involved in producing large Internet systems by using and building application frameworks. Frameworks allow great reuse so developers do not have to design and implement applications from scratch as students have done in ELEC3610 The unit lays down the basic concepts and hands on experience on the design and development of enterprise systems emphasizing the development of systems using design patterns and application frameworks.,ELEC5619,Electrical
Signals Software and Health,This unit aims to introduce students to the main issues involved in producing systems that use sensor data such as those from physiology and activity tracking often combined with patients self-reports. As sensing devices become ubiquitous data processing storage and visualization techniques are becoming part of all health systems both institutionalized and individually driven.,ELEC5622,Electrical
Digital Signal Processing,This unit aims to teach how signals are processed by computers. It describes the key concepts of digital signal processing and provides a background for modern signal processing systems which includes machine learning/artificial intelligence systems as well as data analytic systems. The primary paradigm is one of Analysis and Synthesis also referred to as Top-Down and Bottom-Up processing. The unit will focus on the traditional Fourier domain for analysis/synthesis but will touch on other domains such as wavelets and compressed sensing.  Students will be taught to work with and implement traditional filters and transforms working with real signals and systems. Completion of the unit will facilitate progression to advanced study in the area and to work with modern signal processing systems.,ELEC3305,Electrical
Digital Signal Processing,This unit aims to teach how signals are processed by computers. It describes the key concepts of digital signal processing including details of various transforms and filter design. Students are expected to implement and test some of these ideas on a digital signal processor (DSP). Completion of the unit will facilitate progression to advanced study in the area and to work in the industrial use of DSP.,ELEC9305,Electrical
Signals and Systems,This unit aims to teach some of the basic properties of many engineering signals and systems and the necessary mathematical tools that aid in this process. The particular emphasis is on the time and frequency domain modeling of linear time invariant systems. The concepts learnt in this unit will be heavily used in many units of study (in later years) in the areas of communication control power systems and signal processing. A basic knowledge of differentiation and integration differential equations and linear algebra is assumed.,ELEC2302,Electrical
Computer Control System Design [Not Offered 2019],This unit aims to teach the basic issues involved in the analysis and design of computer-controlled systems. The emphasis is on theory rather than technological application or industrial practice.,ELEC5303,Electrical
Fundamentals of Biomedical Engineering,This unit assumes a knowledge of basic principles in physics mathematics circuit theory and electronics. In particular some understanding of the following is required: Thevenins and Nortons theorems Fourier analysis radiation filtering bipolar and field effect transistors and operational amplifiers.,ELEC3802,Electrical
Optical Networks,This Unit builds upon the fundamentals of optical communication introduced in ELEC3405 (Communications Electronics and Photonics). It focuses on photonic network architectures and protocols network design enabling technologies and the drivers for intelligent optical network.,ELEC5512,Electrical
Error Control Coding,This unit deals with the principles of error control coding techniques and their applications in various communication and data storage systems. Its aim is to present the fundamentals of error control coding techniques and develop theoretical and practical skills in the design of error control encoders/decoders. Successful completion of this unit will facilitate progression to advanced study or to work in the fields of telecommunications and computer engineering. It is assumed that the students have some background in communications principles and probability theory.,ELEC5507,Electrical
Computer and Network Security,This unit examines the basic cryptographic building blocks of security working through to their applications in authentication key exchange secret and public key encryption digital signatures protocols and systems. It then considers these applications in the real world including models for integrity authentication electronic cash viruses firewalls electronic voting risk assessment secure web browsers and electronic warfare. Practical cryptosystems are analysed with regard to the assumptions with which they were designed their limitations failure modes and ultimately why most end up broken.,ELEC5616,Electrical
E-Business Analysis and Design,This unit examines the essential pre-production stages of designing successful internet websites and services. It focuses on the aspects of analysis project specification design and prototype that lead up to the actual build of a website or application. Topics include B2C B2B and B2E systems business models methodologies modeling with use cases / UML and WebML the Project Proposal and Project Specification Document Information Architecture and User-Centred Design legal issues and standards-based web development. Students build a simple use-case based e-business website prototype with web standards. A final presentation of the analysis design and prototype are presented in a role play environment where students try to win funding from a venture capitalist. An understanding of these pre-production fundamentals is critical for future IT and Software Engineering Consultants Project Managers Analysts and CTOs.,ELEC3610,Electrical
E-Business Analysis and Design,This unit examines the essential pre-production stages of designing successful internet websites and services. It focuses on the aspects of analysis project specification design and prototype that lead up to the actual build of a website or application. Topics include B2C B2B and B2E systems business models methodologies modeling with use cases / UML and WebML the Project Proposal and Project Specification Document Information Architecture and User-Centred Design legal issues and standards-based web development. Students build a simple use-case based e-business website prototype with web standards. A final presentation of the analysis design and prototype are presented in a role play environment where students try to win funding from a venture capitalist. An understanding of these pre-production fundamentals is critical for future IT and Software Engineering Consultants Project Managers Analysts and CTOs.,ELEC9610,Electrical
Engineering Electromagnetics,This unit introduces students to the broad spectrum of engineering electromagnetics and helps students to develop theoretical and analytical skills in the area of electrical and telecommunications engineering and develop understanding of the basic electromagnetic theory underpinning optical communications wireless communications and electrical engineering.,ELEC3104,Electrical
Engineering Electromagnetics,This unit introduces students to the broad spectrum of engineering electromagnetics and helps students to develop theoretical and analytical skills in the area of electrical and telecommunications engineering and develop understanding of the basic electromagnetic theory underpinning optical communications wireless communications and electrical engineering.,ELEC9104,Electrical
Real Time Computing,This unit is concerned with the theory and practice of real time computer systems as applied to the design of embedded systems and computer control systems in engineering manufacturing and automation.,ELEC5614,Electrical
Control,This unit is mainly concerned with the application of feedback control to continuous-time linear time-invariant systems. It aims to give the students an appreciation of the possibilities in the design of control and automation in a range of application areas. The concepts learnt in this unit will be made use of heavily in many units of study in the areas of communication control electronics and signal processing.,ELEC3304,Electrical
Control,This unit is mainly concerned with the application of feedback control to continuous-time linear time-invariant systems. It aims to give the students an appreciation of the possibilities in the design of control and automation in a range of application areas. The concepts learnt in this unit will be made use of heavily in many units of study in the areas of communication control electronics and signal processing.,ELEC9304,Electrical
Management for Engineers,This unit of study aims to develop an understanding of the principles and practices of industry. It provides an overview of the various issues facing an industrial organisation and of the basic approaches to their management.,ELEC3702,Electrical
Project Management,This unit of study aims to develop an understanding of the principles and practices of project management and engineering design industry to provide an overview of the various issues facing an industrial organisation and of the basic approaches to their project management.,ELEC4706,Electrical
Fundamentals of Electrical and Electronic Engineering,This unit of study aims to develop knowledge of the fundamental concepts and building blocks of electrical and electronics circuits. This is a foundation unit in circuit theory. Circuit theory is the electrical engineer’s fundamental tool.,ELEC1103,Electrical
Practical Introduction to Electrical Engineering,This unit of study aims to expose the students with fundamental (basic) concepts of different specializations within electrical engineering and give them hands on experience to develop the required engineering skills. The unit is based on extensive laboratory work covering Measuring skills using basic electrical instruments Soldering skills to make electronic circuits and test them Computer programming skills including real time programming and simulation programming Use of internet technology Wireless technology Renewable energy technology.,ELEC1004,Electrical
Electrical Energy Conversion Systems,This unit of study aims to give students a good understanding of electrical energy conversion techniques and equipment.,ELEC3206,Electrical
Electrical Energy Conversion Systems,This unit of study aims to give students a good understanding of electrical energy conversion techniques and equipment.,ELEC9206,Electrical
Power Electronics and Applications,"This unit of study aims to provide the fundamentals of power electronics. It provides description of the operation principles and control of these blocks. Through analysis and design methodologies it delivers an understanding of modern enabling technologies associated with energy conversion. Through laboratory hands-on experience on actual industrial systems such as electrical motor drives robotic arms and power supplies it enhances the link between the theory and the ""real"" engineering world.",ELEC3204,Electrical
Power Electronics and Applications,"This unit of study aims to provide the fundamentals of power electronics. It provides description of the operation principles and control of these blocks. Through analysis and design methodologies it delivers an understanding of modern enabling technologies associated with energy conversion. Through laboratory hands-on experience on actual industrial systems such as electrical motor drives robotic arms and power supplies it enhances the link between the theory and the ""real"" engineering world.",ELEC9204,Electrical
Gigabit Wireless Systems,This unit of study aims to provide the theory and design aspects of high speed and short-range wireless systems operating in the unlicensed frequency bands. The targeted system is at multi-gigabits per second within a 100m operating space. Typical applications include wireless local (or personal) area networks.,ELEC5515,Electrical
Electronic Circuit Design,This unit of study aims to teach students analysis and design techniques for electronic systems such as signal amplifiers differential amplifiers and power amplifiers. A background in basic electronics and circuit theory is assumed. Completion of this unit will allow progression to advanced studies or to work in electronics and telecommunication engineering.,ELEC9404,Electrical
Electronic Circuit Design,This unit of study aims to teach students analysis and design techniques for electronic systems such as signal amplifiers differential amplifiers and power amplifiers. Completion of this unit will allow progression to advanced studies or to work in electronics and telecommunication engineering.,ELEC3404,Electrical
Radio Frequency Engineering,This unit of study builds upon earlier work and provides an introduction to radio frequency components and systems used in wireless and satellite communications as well as in other high frequency applications. It assumes some knowledge of: basic circuit analysis; semiconductor device models and behaviour; transistor operation as switches and amplifiers; transistor operation as current sources and current mirrors; differential amplifiers.,ELEC5403,Electrical
Digital Integrated Circuit Design,This unit of study explores CMOS technology and integrated circuit design and fabrication. The fundamental theory and techniques behind digital integrated circuit design are introduced. A primary focus of this unit is providing the student with practical laboratory design experience using a professional VLSI CAD tool to design digital integrated circuits. This unit provides a foundation for more advanced digital integrated circuit design techniques and also analogue integrated circuit design.,ELEC5402,Electrical
Computer Architecture,This unit of study explores the design of a computer system at the architectural and digital logic level. Topics covered include instruction sets computer arithmetic performance evaluation datapath design pipelining memory hierarchies including caches and virtual memory I/O devices and bus-based I/O systems. Students will design a pipelined reduced instruction set processor.,ELEC3608,Electrical
Computer Architecture,This unit of study explores the design of a computer system at the architectural and digital logic level. Topics covered include instruction sets computer arithmetic performance evaluation datapath design pipelining memory hierarchies including caches and virtual memory I/O devices and bus-based I/O systems. Students will design a pipelined reduced instruction set processor.,ELEC9608,Electrical
Digital Systems Design,This unit of study explores the design of digital computing systems using hardware description languages. Topics covered include field programmable gate array (FPGA) architectures computer arithmetic high-speed digital logic interfacing computer architectures and case studies. Emphasis will be on how to design high-performance digital systems at the algorithmic system and logic level. Students are required to implement test and report on a digital design of moderate complexity.,ELEC5621,Electrical
Intelligent Visual Signal Understanding,This unit of study introduces basic and advanced concepts and methodologies in image processing and computer vision. This course mainly focuses on image processing and analysis methods as well as intelligent systems for processing and understanding multidimensional signals such as images which include basic topics like edge detection denoising and advanced topics like visual feature extraction and image classification as well as their applications for face recognition and object/scene recognition. It mainly covers the following areas: multidimensional signal processing fundamentals image enhancement in the spatial domain and frequency domain edge processing and region processing object recognition and detection.,ELEC5304,Electrical
Video Intelligence and Compression,This unit of study introduces digital image/video compression and understanding algorithms. This course mainly focuses on fundamental and advanced methods for digital video compression and understanding. It covers the following areas: digital video fundamentals digital image and video compression standards video codec optimization video understanding.,ELEC5306,Electrical
Advanced Signal Processing with Deep Learning,This unit of study introduces machine learning and deep learning technologies and their applications for a broad range of multi-dimensional signal processing applications. It covers basic machine learning technologies back-propagation network structure structure deep learning and the applications of deep learning technologies.,ELEC5307,Electrical
Introduction to Computer Systems ,This unit of study introduces the fundamental digital concepts upon which the design and operation of modern digital computers are based. A prime aim of the unit is to develop a professional view of and a capacity for inquiry into the field of computing.,ELEC1601,Electrical
Advanced Computer Architecture,This unit of study is comprised of a selection of topics covering advanced computer architecture advanced digital engineering and embedded systems. They may be chosen from the following:,ELEC5615,Electrical
Circuit Theory and Design,This unit of study is to build on the platform provided by the basic theory and technical units such as ELEC2104 Electronic Devices and Basic Circuits and ELEC2103 Simulation and Numerical Solutions in Engineering. Based on deep understanding of aspects in active analog filter design students are equipped with the knowledge and skills to design and to be in a good position to undertake further self study as required.,ELEC3105,Electrical
Technology Venture Creation,This unit of study prepares graduating students with insight and skills in how to turn a concept into a high technology startup company. The class will provide students with knowledge practical experience and frameworks to assist in evaluating the market for a technology product or service the design & viability of business models around it the formulation of a funding-reading business plan & financials capital raising options & process venture capital building distribution channels intellectual property protection putting together an A-grade management team term sheets & funding documentation technology sales models and going global. We will look at real world case studies of successful technology companies (and flame outs). Does Twitter have a viable business model? Will Facebook eat its lunch? Is YouTube just burning cash? Will Google rule the world?,ELEC5701,Electrical
Electricity Networks,This unit of study provides an introduction to electrical power engineering and lays the groundwork for more specialised units. It assumes a competence in first-year mathematics (in particular the ability to work with complex numbers) in elementary circuit theory and in elements of introductory physics. A revision will be carried out of the use of phasors in steady-state ac circuit analysis and of power factor and complex power. The unit comprises an overview of modern electric power system with particular emphasis on generation and transmission. The following specific topics are covered. The use of three-phase systems and their analysis under balanced conditions. Transmission lines: calculation of parameters modelling analysis. Transformers: construction equivalent circuits. Generators: construction modelling for steady state operation. The use of per unit system. The analysis of systems with a number of voltage levels. The load flow problem: bus and impedance matrices solution methods. Overview of electricity markets and power system control.,ELEC3203,Electrical
Electricity Networks,This unit of study provides an introduction to electrical power engineering and lays the groundwork for more specialised units. It assumes a competence in first-year mathematics (in particular the ability to work with complex numbers) in elementary circuit theory and in elements of introductory physics. A revision will be carried out of the use of phasors in steady-state ac circuit analysis and of power factor and complex power. The unit comprises an overview of modern electric power system with particular emphasis on generation and transmission. The following specific topics are covered. The use of three-phase systems and their analysis under balanced conditions. Transmission lines: calculation of parameters modelling analysis. Transformers: construction equivalent circuits. Generators: construction modelling for steady-state operation. The use of per unit system. The analysis of systems with a number of voltage levels. The load flow problem: bus and impedance matrices solution methods. Overview of electricity markets and power system control.,ELEC9203,Electrical
Topics in Power Engineering,This unit of study provides an introduction to engineering optimisation focusing specifically on practical methods for formulating and solving linear nonlinear and mixed-integer optimization problems that arise in science and engineering. The course is general enough to be of interest also for students from other engineering disciplines not only for power engineering students. The course covers conventional optimisation techniques including unconstrained and constrained single- and multivariable optimisation convex optimisation linear and nonlinear programming mixed-integer programming and sequential decision making using dynamic programming. The emphasis is on building optimisation models understanding their structure and using off-the-shelf solvers to solve them. The application focus is on the optimisation problems arising in smart grids and electricity markets including economic dispatch unit commitment home energy management and device scheduling. The course will use Matlab and AMPL as modelling tools and a range of state-of-the-art solvers including Cplex Gurobi Knitro and Ipopt.,ELEC5203,Electrical
Communications Electronics and Photonics,This unit of study provides an introduction to the fundamental operation and design of transmitter and receiver subsystems for two broad classes of communications systems: those based on electronic transmission and those based on optical transmission.,ELEC3405,Electrical
Communications Electronics and Photonics,This unit of study provides an introduction to the fundamental operation and design of transmitter and receiver subsystems for two broad classes of communications systems: those based on electronic transmission and those based on optical transmission.,ELEC9405,Electrical
Mobile Networks,This unit of study serves as an introduction to communications network research. The unit relies on a solid understanding of data communications and mobile networks. It introduces some of the currently most debated research topics in mobile networking and presents an overview of different technical solutions. Students are expected to critically evaluate these solutions in their context and produce an objective analysis of the advantages/disadvantages of the different research proposals. The general areas covered are wireless Internet mobility management quality of service in mobile and IP networks ad hoc networks and cellular network architectures.,ELEC5509,Electrical
Internet Software Platforms,This unit of study will focus on the design the architecture and the development of web applications using technologies currently popular in the marketplace including Java and .NET environments. There are three key themes examined in the unit: Presentation layer Persistence layer and Interoperability. The unit will examine practical technologies such as JSP and Servlets the model-view-controller (MVC) architecture database programming with ADO.NET and JDBC advanced persistence using ORM XML for interoperability and XML-based SOAP services and Ajax in support of the theoretical themes identified.,ELEC3609,Electrical
Internet Software Platforms,This unit of study will focus on the design the architecture and the development of web applications using technologies currently popular in the marketplace including Java and .NET environments. There are three key themes examined in the unit: Presentation layer Persistence layer and Interoperability. The unit will examine practical technologies such as JSP and Servlets the model-view-controller (MVC) architecture database programming with ADO.NET and JDBC advanced persistence using ORM XML for interoperability and XML-based SOAP services and Ajax in support of the theoretical themes identified.,ELEC9609,Electrical
Software Defined Networks,This unit of study will introduce an emerging networking paradigm- Software Defined Networks (SDNs). By separating the control logics from the physical networks the software defined networks allow an automated and programmable software program to logically control and manage the network. This unit introduces the basic principles of software defined networks its architecture abstraction SDN programming programmable control plane and data plane protocols network update network virtualisation traffic management as well as its applications and implementations. Student will learn and practice SDN programming testing and debugging on SDNs platforms through experiments and group projects. It is assumed that the students have some knowledge on data communications and networks.,ELEC5517,Electrical
Power Systems Analysis and Protection,This unit provides the basis for the analysis of electricity grids using symmetrical components theory. Such analysis theory is the basis for the understanding of electrical faults and the design of protection strategies to safeguard the electrical equipment and maintain safety of the plant at the highest possible level.,ELEC5204,Electrical
Advanced Bioelectronics [Not Offered 2019],This unit will cover advanced topics in the application of electronics and signal processing to physiological monitoring biosensors electrical stimulation and medical imaging. Electrical safety and regulations of medical devices in Australia will be introduced. Guest lectures will describe the different needs and requirements in several clinical areas including neonatal care oncology cardiology and neurology.,ELEC5803,Electrical
Bioelectronics [not offered in 2020],This unit will cover recent advances in bioelectronics circuits and systems including electronic medical devices implanted devices lab on a chip devices biomedical signal processing and neuromorphic engineering. Regulatory aspects of bioelectronic system design will be addressed including the IEC standards and TGA approval processes. The unit will have a strong practical design focus with laboratories focused on dealing with real life bioelectronic signals and subject-device interfaces. Industry clinical and research guest lecturers will introduce current topics and design needs.,ELEC3803,Electrical
Software Quality Engineering,This unit will cover software quality planning validation and verification methods and techniques risk analysis software review techniques software standards and software process improvement and software reliability.,ELEC5618,Electrical
Wireless Engineering,This unit will introduce the key ideas in modern wireless telecommunications networks. It will address both physical layer issues such as propagation and modulation plus network layer issues such as capacity radio resource management and mobility management issues.,ELEC5508,Electrical
Dissertation A,To complete a substantial research project and successfully analyse a problem devise appropriate experiments analyse the results and produce a well-argued in-depth thesis.,ELEC5222,Electrical
Dissertation B,To complete a substantial research project and successfully analyse a problem devise appropriate experiments analyse the results and produce a well-argued in-depth thesis.,ELEC5223,Electrical
Legal Aspects of Projects,All projects exist in a legal context.  They are initiated through agreements leading to formal or implied contracts between clients and suppliers. They are subject to various forms of legislation regulation and codes of conduct.,ENGG3854,Engineering
History and Philosophy of Engineering,ENGG1000 is a unique course that aims to provide students with an understanding of the historical development of Engineering with relation to societal expectations of the period. Engineering as a field of study and profession has developed over millennia from simple (yet significant) advances in technology such as the lever and wheel to modern day examples such as advanced computers nanomaterials and space flight.,ENGG1000,Engineering
Professional Engineering and IT,ENGG1805 aims to introduce students to the fundamental principles that underlie professional practice in information technologies. It lays the foundation for later studies and presents to the students challenges common to a multidisciplinary IT environment. The subject also provides students with the opportunity to develop important attributes such as communication skills an understanding of professional ethics and of working as a part of a team. Tool use is an important aspect of this unit: students are required to learn to use tools for testing managing artefacts planning and completing work and communicating within the team. A selection of guest speakers will address students on different career paths.,ENGG1805,Engineering
Integrated Engineering 3,ENGG3111 continues the theme of integrating student’s professional development with practice. This integration is achieved through combining a series of interrelated activities which build on achievements of previous semesters. These learning activities combined to:,ENGG3111,Engineering
Engineering Project: Business Plan 2 Adv,"Entrepreneurship has traditionally been defined in terms of business and profit eg ""the capacity and willingness to develop organize and manage a business venture along with any of its risks in order to make a profit"". More recently the term has taken on a broader meaning as companies pursue new routes to innovation. Entrepreneurship is now seen as an essential activity and skillset within all sorts of organisations. It is a new way of getting new things to happen. It has become an essential competence for all professionals and in particular engineers.",ENGG2062,Engineering
Engineering Foundation Studies A,Foundations studies covers content that may be assumed knowledge or prerequisite information for follow-on Master of Professional Engineering units. Completion of assigned project work in prescribed background material by the coordinators of the specialist programs will allow students to meet the entry requirements of the MPE degree.,ENGG5011,Engineering
Integrated Engineering 1,Integrated Engineering 1 provides students with an understanding of the nature and diversity of engineering practice and begins the development of a set of intellectual tools for integrating their ongoing personal academic and professional development. An open-ended design project is used to highlight foundational engineering and professional practice skills and the application of these skills to real world projects and workplace practice. The project demonstrates the role that various professional and academic competencies play in the ability to manage contemporary professional engineering issues. Through developing their knowledge of the engineering discipline students enhance their capacity for lifelong learning through critical reflection and self-assessment creating and monitoring career goals as well as building a sense of responsibility for their learning. Through case studies design projects and challenges students expand their communication skills develop competency in team-based problem solving and creating innovative solutions as well as apply critical thinking and inquiry. These activities also develop student's research skills and enable them to experience the engineering design process manage projects and appreciate the significance of ethics safety and sustainability. Dalyell students may enrol in ENGD1000 Building a Sustainable World in place of ENGG1111.,ENGG1111,Engineering
Project Analytics ,Project data analysis is required to inform decision making. This becomes increasingly significant as projects become larger and more complex. This subject introduces students to a variety of fundamental analytical techniques used in project management including consideration of their assumptions limitations how and when they should be applied.,ENGG2851,Engineering
Introduction to Project Management,Project management is a rapidly growing profession applied across all industries. This subject provides an overview of project management and its relationship to program and portfolio management and the broader business context. The Unit introduces students to variations in project management as interpreted and applied in different industries. It will cover the nature of the project management profession project career paths and the graduate qualities sought by employers. It introduces the primary professional standards and project management terminology.,ENGG1850,Engineering
Project Time Cost and Resources,Project management requires complex planning decisions with regards to schedules budgets and resources in both traditional and agile environments. This unit of study introduces students to tools methods and approaches such as the work breakdown structure  milestone planning precedence diagram Gantt charts and critical pathways. These tools and techniques help project managers balance time cost and resources; and understand the impact on the schedule budget and resource allocation associated with potential risks.,ENGG1865,Engineering
Effective Project Communication,Projects are constructed and progressed through communication. Effective communication can save a poor project just as much as poor communication can undermine a successful project. This Unit of Study covers the essential skills of effective project communication and sets students up to exercise influence through interpersonal skills. Students will also be taught to construct patterns of communication suitable for the demands of different projects. This unit will help students develop critical thinking referencing and the way they use information in their decision making. Students will focus on personal integrity and reliability as well as self awareness.,ENGG1863,Engineering
Project Acceptance ,Projects are initiated to deliver specific objectives and outcomes. This unit of study builds on material introduced in Project Initiation and Scope focusing on fitness for purpose organisational benefits. It is concerned with the practices required to ensure that specific project objectives are met the project is successfully delivered and is accepted by key stakeholders.,ENGG2855,Engineering
Project Initiation & Scope,Projects need to be set up to succeed from the start. This includes careful consideration of the purpose of the project and how this breaks down through work deliverables and responsibility. This Unit of Study addresses the techniques required to design a successful project. It provides the foundation for more detailed planning and execution. Upon completion of this course students will develop thinking and listening skills while demonstrating initiative and drive to achieve project related outcomes.,ENGG1860,Engineering
Advanced Engineering 1,Real engineering in first year! The course is designed to introduce Advanced engineering students to the essential generic engineering skills of communication problem identification and solution design teamwork and understanding of the social cultural global ethical and environment responsibilities of the professional engineer. These skills are pursued through a real world Engineers Without Borders Challenge project in a developing country.,ENGG1061,Engineering
Major Industrial Project,Students spend 6 months at an industrial placement working on a major engineering project relevant to their engineering stream. This is a 24 credit point unit which may be undertaken as an alternative to AMME4111/4112 Thesis A & B and two recommended electives. This unit of study gives students experience in carrying out a major project within an industrial environment and in preparing and presenting detailed technical reports (both oral and written) on their work. The project is carried out under joint University/industry supervision with the student essentially being engaged fulltime on the project at the industrial site.,AMME4010,Engineering
Regulatory Affairs in the Medical Industry,Supply of medical devices diagnostics and related therapeutic products is regulated in most jurisdictions with sophisticated and complex regulatory regimes in all large economies. These regulations are applied both to manufacturers and designers and to biomedical engineers undertaking device custom manufacture or maintenance in clinical environments. This UoS will explore the different regulatory frameworks in the “Global Harmonisation Task Force” group of jurisdictions  (US EU Canada Japan Australia) as well as emerging regulatory practices in Asia and South America.  Emphasis will be on the commonality of the underlying technical standards and the importance of sophisticated risk management approaches to compliance.,AMME4992,Engineering
Sustainable Design Engineering & Management,The aim of this unit of study is to give students an insight and understanding of the environmental and sustainability challenges that Australia and the planet are facing and how these have given rise to the practice of Sustainable Design Engineering and Management. The objective of this course is to provide a comprehensive overview of the nature and causes of the major environmental problems facing our planet with a particular focus on energy and water and how engineering is addressing these challenges.,ENGG5202,Engineering
Advanced Engineering Design B,The aim to this unit is to develop an understanding of the practice of engineering utilising a diverse range of skills to solve complex problems.,ENGG4065,Engineering
Advanced Engineering Design A [shell][not offered],The aim to this unit is to develop an understanding of the practice of engineering utilising a diverse range of skills to solve complex problems. Students will gain skills in design analysis and management by undertaking a significant project in a multi-disciplinary team comprising students from across the faculty. Each student will be required to work in a team to produce an integrated design in greater detail than is possible in ordinary classes and to write a significant design report presenting the results of the process. The ability to work in a team of engineers from different disciplines will be assessed as part of this design project.,ENGG4064,Engineering
Practical Experience,The BE requires students to obtain industrial work experience of twelve weeks duration (60 working days) or its equivalent towards satisfying the requirements for award of the degree. Students are recommended to undertake their work experience in the break between Year 3 and 4 however any engineering work taken after Year 2 may be accepted for the requirements of this unit.,ENGG4000,Engineering
Integrated Engineering 4,The focus for this unit is on fostering leadership capacity in engineering through exploration of 'Grand Challenges' impacting engineering as a socially economically and environmentally influential field of practice. Through a number of activities students are provided opportunities to demonstrate skills in leadership influencing research and analysis. At this level students are expected to work autonomously and collaboratively to generate forward thinking policy positions for an engineering entity in response to a global Grand Challenge.,ENGG4111,Engineering
Engineering Graduate Exchange A,The purpose of this unit is to enable students to undertake an overseas learning activity during the university's summer or winter break while completing a Masters degree in either Engineering Professional Engineering Information Technologies or Project Management.  The learning activity may comprise either a short project under academic or industry supervision or summer or winter school unit of study at an approved overseas institution.  The learning activity should demonstrate outcomes and workload equivalent to a 6 credit point Master's level unit in the student's current award program.,ENGG5231,Engineering
Engineering Graduate Exchange B,The purpose of this unit is to enable students to undertake an overseas learning activity during the university's summer or winter break while completing a Masters degree in either Engineering Professional Engineering Information Technologies or Project Management.  The learning activity may comprise either a short project under academic or industry supervision or summer or winter school unit of study at an approved overseas institution.  The learning activity should demonstrate outcomes and workload equivalent to a 6 credit point Master's level unit in the student's current award program.,ENGG5232,Engineering
Engineering Mechanics,The unit aims to provide students with an understanding of and competence in solving statics and introductory dynamics problems in engineering. Tutorial sessions will help students to improve their group work and problem solving skills and gain competency in extracting a simplified version of a problem from a complex situation. Emphasis is placed on the ability to work in 3D as well as 2D including the 2D and 3D visualisation of structures and structural components and the vectorial 2D and 3D representations of spatial points forces and moments. Introduction to kinematics and dynamics topics includes position velocity and acceleration of a point; relative motion force and acceleration momentum collisions and energy methods.,ENGG1802,Engineering
Computational Nanotechnology,This course introduces atomistic computational techniques used in modern engineering to understand phenomena and predict material properties behaviour structure and interactions at nano-scale. The advancement of nanotechnology and manipulation of matter at the molecular level have provided ways for developing new materials with desired properties. The miniaturisation at the nanometre scale requires an understanding of material behaviour which could be much different from that of the bulk. Computational nanotechnology plays a growingly important role in understanding mechanical properties at such a small scale. The aim is to demonstrate how atomistic level simulations can be used to predict the properties of matter under various conditions of load deformation and flow. The course covers areas mainly related to fluid as well as solid properties whereas the methodologies learned can be applied to diverse areas in nanotechnology such as liquid-solid interfaces surface engineering nanorheology nanotribology and biological systems. This is a course with a modern perspective for engineers who wish to keep abreast with advanced computational tools for material characterisation at the atomic scale.,AMME5271,Engineering
