Materials for energy and sustainability,"The key engineering challenge in the 21st century and beyond is the efficient use of energy and the Earth's resources. Energy supply drives our daily life, and there exist challenges in all of clean energy, renewable energy, energy transmission, energy storage, light materials, and energy-efficient manufacturing. In addition, the physical infrastructure on which our daily lives depend requires the sustainable use of the finite resources at our disposal. All of these issues are Materials Engineering issues.
In this unit, the fundamentals of the structure, design, and application of materials are covered. Attributes such as modulus, strength, toughness, chemical stability, electrical, magnetic, and thermal properties are explained in terms of atomic bonding, crystal defects and polycrystalline microstructure - and how this relates to end users.
A particular focus will be given to ""processing-structure-property"" relationships, which is at the core of Materials Engineering, with the subjects' concepts elaborated in the context of materials for the efficient use of energy and other resources. Examples will include aerospace materials and functional materials, amongst others.",Engineering
Computing for engineers,"General rules for software development and design. Errors. Data types, variables, expressions, control statements M-files. Numerical techniques: Gauss elimination, solution of non-linear equations, optimisation, curve fitting, numerical calculus, ordinary differential equations.",Engineering
Physics for engineering,"This unit relates key principles of physics to engineering and technology, and shows how physics, including quantum and nano-science, creates useful new technologies. Energy, momentum and angular momentum: planetary orbits, rocket propulsion, precession, flywheels. Oscillations and waves: resonance, transmission of energy; Doppler effect and speed measurement, polarisation and stress models, diffraction and nano-structures, thin film interference and antireflecting film. Quantum Physics: Uncertainty Principle, wave functions, atomic force microscope; lasers, stimulated emission. The practical component develops measurement, analysis, and communication skills.",Engineering
Foundation mathematics,"Functions and coordinate geometry: types of functions, composite functions, inverse functions, modelling of periodic phenomena with trigonometric functions. Complex numbers. Differentiation and integration: concepts and techniques, applications to related rate of change and optimisation problems, areas, volume, and centre of mass. Vectors in two- and three-dimensional space, application to motion and kinematics.",Engineering
Introduction to structural engineering,"Structural engineering analysis and design topics include trusses, beams, columns, calculation of reactions and deflections. Design of simple structures.",Engineering
Introduction to engineering systems,"Introduction to engineering; the systems approach to engineering problems and their solutions; sustainable development, ecology and the environment; lifecycle concepts, safety, management, quality and economic analysis; engineering ethics. Group work, written reports and oral presentations.",Engineering
"Engineering design C: Automated, integrated and connected world","This unit is designed to provide an introduction to Industry 4.0 by covering four of the nine pillars of the Industry 4.0 – IoT, cloud computing, big data analytics and augmented reality. Each pillar will be introduced and linked to demonstrate how a cyber-physical system can drive an Industry 4.0 system. You will work in a small team to design an IoT prototype, which integrates cloud computing and augmented reality technology that meets a contemporary need in engineering.",Engineering
Advanced engineering mathematics,"Advanced matrix algebra: mxn systems, linear independence, sparse matrices, introduction to second-order tensors. Further ordinary differential equations: systems of ODEs, variation of parameters; boundary-value problems. Fourier series: Euler formulae, convergence, half-range series, solution of ODEs, spectra. Further multivariable calculus: change of variables and chain rule, polar coordinates, line integrals; vector fields; del, divergence, curl and Laplacian; surface and volume integrals; Gauss and Stokes theorems. Partial differential equations: simple PDEs, Laplace, heat and wave equations, superposition, separation of variables, polar coordinates. Advanced numerical methods: solution of linear systems, numerical solution of ODEs and simple PDEs, accuracy, efficiency and stability; discrete Fourier transforms, introduction to PS and FE methods.",Engineering
Steel structures,"This unit covers the concepts of load and resistance, load factors and capacity factors, the design criterion for strength of structures, representation of loads on structures, the elastic response to applied loads of two dimensional framed structures, continuous beams and trusses, the concept of load path and equilibrium applied to framed structures, distinctions between braced and unbraced frames and their identification, flexural strength of beam cross-sections based upon idealised elastic-plastic material behaviour, up to ultimate strength, applied to steel beams of compact cross-section, flexural strength of beams based upon section capacity.",Engineering
Concrete structures,"Sustainable engineering design, concepts of strength and serviceability limit states, load and strength factors, basic framing concepts in buildings, estimation of loads, basic analysis of slabs, computer analysis of frames, specifications for durability and strength analysis of RC sections, design of slabs in flexure, design of beams in flexure, shear design of beams, bond, length of development and detailing of reinforcement, analysis of interaction of axial compression and bending, strength design of columns, basic concepts in concrete technology, preparation of concrete specifications; prescriptive and performance specifications, preparation of design drawings.",Engineering
Water systems,"Holistic view of water resources, systems concepts, Fluid properties, Fluid statics, Continuity, Energy concepts - pressure, elevation, velocity, Momentum concepts - jets, forces due to sudden velocity changes, Pipe flow and friction losses - friction equations, TEL, HGL, Bernoulli's equation, D-W equation, minor losses, Manning's equation, Sources of supply (regulated, unregulated, reliability), Data: types, sources, quality, Benefits/costs (at least at conceptual level), Pump characteristics, Pumped storage, balancing reservoir, Water quality, water treatment, water sensitive urban design.",Engineering
Introduction to geoengineering,"All aspects of geoengineering are considered at an elementary level, as well as basic engineering geology, formation and weathering processes, sedimentary, igneous and metamorphic rocks, the geotechnical spectrum - soil, rock, weathering, deposition cycle, basic soil and rock properties, void ratio, water content, etc., and the two phase model. All materials are assumed to be granular and frictional. The unit includes the analysis and design of slopes, shallow and deep foundations, retaining walls, and pavements. Effective stresses only are used. Visualisation is developed through the mapping and modelling exercise. A clear emphasis on sustainable design will be made.",Engineering
Waterway engineering,This unit introduces students to fundamental hydrological and hydraulic theories in the practice of waterway engineering. The unit places particular emphasis on the fundamental basis for the estimation of catchment flow and open channel flow hydraulics. The unit will first introduce students to the hydrologic background for estimating floods in a number of situations. Instruction in open channel hydraulics will then permit the determination of the behaviour of the flood within a river channel and associated floodplains.,Engineering
Leadership and innovation,"This unit develops problem-solving skills related to two important aspects of a successful engineering career: leadership and innovation. Innovation topics adopt a systematic approach to design solutions to lead technological change in the industry. Leadership topics adopt a systematic approach to cope with challenging situations in the leadership process. The systematic approach uses practical tools to analyse the current state of the problem, recommend general solution(s) based on relevant methodology and theories, and design specific solution(s) to solve problems. These practical tools are useful for continuous improvements and development of problem solving skills for both technical and non-technical problems.",Engineering
Engineering education placement,"In this unit, you are required to research, develop, manage and deliver (teach) a unit of work that matches the learning outcomes specified to you by your client (supervising teacher) at your placement institution. Prior to your placement, you must participate in a series of workshops on understanding and catering for different learners, motivation, teamwork, goal setting, planning, management, leadership, effective communication and presentation skills, asking the right questions and reflection. While there is an emphasis on how you can directly apply this knowledge in the short-term (during your school placements), you are also required to consider how you will transfer this learning into your future engineering or education workplaces.",Engineering
Special studies in engineering 1,"This unit comprises a special study in a field of engineering with a content negotiated and agreed between a student and the faculty. The unit is offered as a vehicle to enable an excellent student to undertake studies that would otherwise not fit within the scope of a standard fourth level. The content of the study will vary from student to student. Where necessary, a safety audit and/or risk assessment will be conducted prior to the commencement of work. The student will be expected to prepare a proposal for the study and an analysis of any special requirements to ensure that the scope and expected outcomes of the study are manageable and agreed between the student and the supervisor.",Engineering
Special studies in engineering 2,"This unit, taken in addition to ENG4001, is an extension of a special study in a field of engineering with a content negotiated and agreed between a student and the faculty. The unit is offered as a vehicle to enable an excellent student to undertake studies that would otherwise not fit within the scope of a standard fourth level. Where necessary, a safety audit and/or risk assessment will be conducted prior to the commencement of work. The student will be expected to prepare a proposal for the study and an analysis of any special requirements to ensure that the scope and expected outcomes of the study are manageable and agreed between the student and the supervisor.",Engineering
Engineering technology for biomedical imaging and sensing,"Introduction to biomedical engineering from the perspective of engineering-based technologies of sensing and imaging. Topics include: basis of light and radiation, principles of synchrotron operation, practical study at the Australian synchrotron, human physiology for engineers, principles of detection and sensing of signals, biomedically relevant properties and phenomena. During this time project teams are formed and project proposals are developed. Project work continues with groups and individuals combining projects, allocated resources, knowledge and skills to develop a biomedical sensing device.",Engineering
Communicating in Engineering,"The expectations and conventions applying to spoken and written communications within engineering and science. Different textual genres. Aspects of rhetoric. Ethical use of material. Formal language structure; grammar and syntax.
Students will improve their ability to collect and build ideas into coherent arguments, learn how to construct texts that demonstrate critical thinking, and develop their communication skills (speaking, listening, writing, & reading), in preparation for subsequent study in a professional context.",Engineering
Introduction to Engineering Design and Innovation,"In this course, students will experience first hand one of the major things that engineers do: designing and building creative solutions to problems. They will learn to think the way that engineers think, coming up with good solutions to problems despite being limited by budget, time and resources, the requirement to also meet environmental and social objectives and of course the limitations of the laws of physics. This will help them to appreciate the central ideas of engineering design as an on-time, on-budget and fit for purpose solution to a poorly specified, open-ended problem. They will be assigned to a team to work over a ten week period to solve a practical problem. The projects on offer change from year to year.  In doing all this they will start to build key skills for engineers that will be called upon repeatedly in their academic and professional lives, including concept development, critical thinking and evaluation skills, clear communication, research and information literacy skills and the skills involved in successfully functioning within a team environment to complete a given task.For further information please see ENGG1000",Engineering
Grand Challenges for Engineering,"These special projects are designed for highly motivated undergraduates seeking the opportunity to integrate specific curricular and co-curricular components into their undergraduate program, to provide them with superior preparation and experience in a project area. 
Students will pursue research in a particular theme, explore interdisciplinary coursework, gain a global perspective, develop an entrepreneurial mindset, and give back to the community through service learning. Benefits for participating can include unique opportunities and experiences, mentoring by academic supervisors, guest speakers, and funding opportunities.
This course can count as an L1 elective or towards General Education.",Engineering
Undergraduate Special Projects,"These special projects are designed for highly motivated undergraduates seeking the opportunity to integrate specific curricular and co-curricular components into their undergraduate program, to provide them with superior preparation and experience in a project area. 
Students will pursue research in a particular theme, explore interdisciplinary coursework, gain a global perspective, develop an entrepreneurial mindset, and give back to the community through service learning. Benefits for participating can include unique opportunities and experiences, mentoring by academic supervisors, guest speakers, and funding opportunities.
This course can count as an L1 elective for Engineering students or towards General Education for non-Engineering students. ",Engineering
Engineering Mechanics,"This is theÂ  foundational mechanics course for students in Aerospace, Civil, Environmental, Manufacturing, Mechanical, Mechatronics and Mining Engineering, with content as follows: Revision of vectors, resultants and components, moments; The free body diagram; Equilibrium of planar rigid objects; Equilibrium of systems of co-planar multi-force members and planar trusses; Frames and Machines; Springs; Friction; Mass centre, centroids, distributed forces; Internal forces in beams; Introduction to 3-dimensional statics; Plane particle kinematics, including curvilinear and relative motion; Plane particle kinetics, including equations of motion, work-energy-power, friction, impulse-momentum, impact; Kinetics of systems of particles; Introduction to plane kinematics of rigid bodies, types of rigid body motion (translation, rotation about a fixed axis); Mass moment of inertia, parallel axis theorem, moment of inertia for various shapes, Introduction to plane kinetics of rigid bodies, rigid body in plane motion, equations of motion, work-energy for a rigid body.
",Engineering
Engineering Infrastructure Systems,"A course in optimization and modelling for first year engineering students who desire a higher capability in the application of the modelling of engineering systems, and seek to acquire a set of optimization tools that can be applied to various engineering applications. The course will introduce fundamental engineering systems concepts and methods with real-world projects related to critical contemporary issues.Â The course includes lectures on the following topics: complex systems, network modelling, system dynamics, optimization methods, infrastructure system design and behaviour and decision making.

This course in intended for first year engineering students. ",Engineering
Computing for Engineers,"The objective of this course is for students to acquire computing skills for solving problems in engineering. The course will develop the students' proficiency in a high level programming language and in using programming for problem solving.Â Topics: algorithms, program structure (statements, selection, iteration, functions), data types, arrays and matrices, reading and writing files, testing, code quality, simulation, animation, visualisation. The course includes practical work in labs and programming projects.Â ",Engineering
Mechanics of Solids 1,"This course provides an introduction to the fundamentals to the mechanics of solids. The topics include properties of plane cross-sectional shapes including centroid & principal second moment of area; concepts of stress and strain; 2D transformation of stresses and strains under axis rotation; principal stresses and strains; Mohrâs circle of stress and strain; stress-strain relationships; elasticity, thermal strain, Poissonâs ratio and Hookeâs Law; bars under axial force; Indeterminate axial force systems; elastic bending stress formula; composite beams; deflections due to bending; step functions; simple indeterminate beams; shear flow; shear centre; torsion of circular shafts and box sections.",Engineering
Fluid Mechanics for Engineers,"The objective of ENGG2500 is to introduce engineering students to the principles of fluid mechanics. Topics discussed include Fluid properties. Hydrostatics. Buoyancy. Pressures in fluid systems. Principles of mass conservation. Steady flow energy equations. Flow measurement. Forces and momentum in flowing fluids. Dimensional analysis, similarity and physical modelling. Pipe flow. Incompressible laminar and turbulent flow in pipes; friction factor. Elementary boundary layer flow; skin friction and drag. Pumps and turbines. Pump and pipeline system characteristics.",Engineering
Engineering Vertically Integrated Project,"This course is designed for highly motivated undergraduates seeking the opportunity to integrate specific curricular and co-curricular components into their undergraduate program, to provide them with enhanced preparation and experience inÂ the areas of Leadership and Project Management as it relates to engineering research and/or design, and thus giving them a headstart when seeking employment.Â  Â 

TheÂ coursesÂ run across three consecutive terms within a single calendar year:Â T1,2 and 3 (2 UoC per Term) for a total of 6 UoC at the end,Â whichÂ enables students to extend their project-based learning experience beyond a single semester.Â 

You must complete all three terms of theÂ course and satisfy all assessment requirements as set out by the course coordinator to receive full course credit.Â Partial credits will not be given.

Students will pursue research or project execution in a particular theme, explore interdisciplinary course-work, gain a global perspective, develop an entrepreneurial mindset, or give back to the community through service learning. Benefits for participating can include unique opportunities and experiences, mentoring by academic supervisors, guest speakers, and funding opportunities and engagement with industry partners.

Under the guidance of academic mentors and industry mentors, this course provides a vehicle for guided but independent group project work on varying briefs. The learning and effort in the courseÂ isÂ largely team-based, with team-members ideally being drawn from different discipline areas. Students will develop their skills in critical thinking, problem definition, creative and systematic design, precise written and oral technical communication skills, and professional skills including communication and team organisation and coordination. The course allows students to design, build and research a variety of projects.

ENGG2600 is the first course in a ""vertical"" sequence of project-based learning courses, with ENGG3600 and ENGG4600 also offered, and thereby allows students an opportunity to engage again at a more senior level and attain more advanced skills.
",Engineering
Fundamentals of Humanitarian Engineering,"This course enables engineers to analyse and design infrastructure and appropriate technology to support the well-being and welfare of individuals and communities in disadvantaged circumstances. This includes developing countries as well as marginalised or remote communities in Australia. The course provides students with frameworks to analyse and respond to complex multi-disciplinary engineering problems. The concept of appropriate technology and capacity building are fundamental to this course. It provides context to the planning and design of infrastructure and technology in areas such as water and waste management, energy supply and distribution, assistive technologies; and provides a series of case studies to illustrate humanitarian engineering principles.",Engineering
Automotive Engineering,"This course provides students with a detailed understanding of the technical design factors and technology used in different vehicles. Throughout the course, students learn about the engineering science underpinning vehicle design and the resultant advantages and disadvantages associated with various mobility technologies. A series of structured tutorials assists students to further develop their understanding relating to key areas of automotive design, vehicle handling, track vehicle steering and suspension design. The course is designed to provide students with a working level understanding of the fundamental engineering science and technology used in the design of modern vehicles.",Engineering
Maker Games,"Under the guidance of academic mentors and industry mentors, this course provides a vehicle for guided but independent group project work on an industry-provided brief. The learning and effort in the course is largely group-based, with group members ideally being drawn from different discipline areas. Students will develop their skills in critical thinking, problem definition, creative and systematic design, precise written and oral technical communication skills, and professional skills including communication,Â team organisation and coordination. The course allows students to undertake and make prototype design and construction as part of the final phase of The Maker Games.

ThisÂ courseÂ runs over two consecutive termsÂ (3 UoCÂ per term) for a total of 6 UoC at the end. Students must enrol in and successfully complete both terms of theÂ course to receive full course credit.Â Partial credits will not be given.
",Engineering
Engineering Vertically Integrated Project,"This course is designed for highly motivated undergraduates seeking the opportunity to integrate specific curricular and co-curricular components into their undergraduate program, to provide them with superior preparation and experience inÂ the areas of Leadership and Project Management thus giving them a headstart when seeking employment.Â 

TheÂ coursesÂ run across three consecutive terms within a single calendar year:Â T1,2 and 3 (2 UoC per Term)for a total of 6 UoC at the end,Â whichÂ enables students to extend their project-based learning experience beyond a single semester.Â 

You must complete all three terms of theÂ course and satisfy all assessment requirements as set out by the course coordinator to receive full course credit.Â Partial credits will not be given.

Â Students will pursue research in a particular theme, explore interdisciplinary coursework, gain a global perspective, develop an entrepreneurial mindset, and give back to the community through service learning. Benefits for participating can include unique opportunities and experiences, mentoring by academic supervisors, guest speakers, and funding opportunities and engagement with industry partners.

Under the guidance of academic mentors and industry mentors, this course provides a vehicle for guided but independent group project work on varying briefs. The learning and effort in the course is largely group-based, with group members ideally being drawn from different discipline areas. Students will develop their skills in critical thinking, problem definition, creative and systematic design, precise written and oral technical communication skills, and professional skills including communication and team organisation and coordination. The course allows students to design, build and research a variety of projects.Â 
",Engineering
Student Initiated Project,"This fourth year elective course allows students to deliver a project, of their design, that engages the strength of cross-disciplinary student teams. Students will develop, manage, solve and report on a project, or solve a significant problem, that they initiate. The course develops project and planning skills and introduces student to the concept of 'success' criteria and 'failure' criteria. The project requires that students work in cross-disciplinary teams with the skill-set required to undertake identified tasks.
It is expected that teams will consist of four students crossing a minimum of three different discipline skill sets across single or dual engineering degrees. Teams of more than four students may be approved subject to a determination that the team skills match the project need and that skills are not excessively duplicated.Â 
",Engineering
Humanitarian Engineering Project,"This course provides students with the opportunity to undertake a design project related to Humanitarian Engineering. The course will be problem based, with context aligned with clearly identified needs for a marginalised community, either locally or internationally. The course is intended to be predominantly team-based with groups working on humanitarian related challenges, as approved by the course coordinator.   Projects could include any or all of the following components as appropriate to the identified problem:
background review of needs, contextdevelopment of potential solutions, including review of existing data, research and technologies as appropriateevaluation of solutionseconomicsocialenvironmentaltechnicalpossible prototyping and/or lab investigations and/or field workimplementation strategy including involvement of the local community and consideration of long term sustainability.
Students will be encouraged to undertake community consultation e.g. via interviews or surveys or similar research to assist in the evaluation of solutions. The course is structured as independent project work with regularly scheduled meetings with an assigned academic advisor and/or industry mentor.
Â ",Engineering
Engineering Vertically Integrated Project,"This course is designed for highly motivated undergraduates seeking the opportunity to integrate specific curricular and co-curricular components into their undergraduate program, to provide them with superior preparation and experience inÂ the areas of Leadership and Project Management thus giving them a headstart when seeking employment.Â  Â 

TheÂ coursesÂ run across three consecutive terms within a single calendar year:Â T1,2 and 3 (2 UoC per Term) for a total of 6 UoC at the end,Â whichÂ enables students to extend their project-based learning experience beyond a single semester.Â 

You must complete all three terms of theÂ course and satisfy all assessment requirements as set out by the course coordinator to receive full course credit.Â Partial credits will not be given.

Students will pursue research in a particular theme, explore interdisciplinary coursework, gain a global perspective, develop an entrepreneurial mindset, and give back to the community through service learning. Benefits for participating can include unique opportunities and experiences, mentoring by academic supervisors, guest speakers, and funding opportunities and engagement with industry partners.

Under the guidance of academic mentors and industry mentors, this course provides a vehicle for guided but independent group project work on varying briefs. The learning and effort in the course is largely group-based, with group members ideally being drawn from different discipline areas. Students will develop their skills in critical thinking, problem definition, creative and systematic design, precise written and oral technical communication skills, and professional skills including communication and team organisation and coordination. The course allows students to design, build and research a variety of projects.Â 
",Engineering
Engineering Project Management,"This course will introduce to you the fundamental principles of project management in an engineering context, enabling you to become a successful project manager.",Engineering
Engineering Co-op IT 1,"First placement for co-op sponsored students.
NOTE: This is for co-op students only.",Engineering
Engineering Co-op IT 2A,"Second placement for co-op sponsored students.This course is taken in conjunction with ENGG4903.
NOTE: This is for co-op students only.",Engineering
Engineering Co-op IT 2B,"Second placement for co-op sponsored students.This course is taken in conjunction with ENGG4902.
NOTE: This is for co-op students only.",Engineering
Engineering Co-op IT 3A,"Third placement for co-op sponsored students.This course is taken in conjunction with ENGG4905.
NOTE: This is for co-op students only.",Engineering
Engineering Co-op IT 3B,"Third placement for co-op sponsored students.This course is taken in conjunction with ENGG4904.
NOTE: This is for co-op students only.",Engineering
Co-op Internship,"Placement for co-op sponsored students.
NOTE: This is for co-op students only.",Engineering
Industrial Training,"""Exposure to professional engineering practice is a key element in differentiating a professional engineering degree from an applied science degree."" (Engineers Australia)

In order to satisfy the EA expectations of a graduating engineer, students need to have exposure to professional practice. At UNSW, this means at least the equivalent of 60 days of relevant Industrial Training. Students get first-hand experience in an engineering-practice environment.

This course is for students to submit their Final Industrial Training report. Completion of the Industrial training pre-requisite modules must be completed prior to seeking pre-approval for a placement. Once approval has been given and students have completed their 60 days of Industrial Training, students are required to submit the Final Industrial Training report via the ENGG4999 Moodle site. The Faculty Industrial Training Administration team will enrol the student into ENGG4999.
",Engineering
Introduction to Nuclear Engineering,"This course provides students with an introduction to the key elements of nuclear engineering. It is aimed at giving students the basic background knowledge, understanding and vocabulary to demonstrate what differentiates nuclear engineering from other engineering disciplines, and to understand later courses on the Nuclear Engineering MEngSci stream.
The course will introduce a variety of themes including nuclear fission, reactor physics and engineering, the historical context of nuclear engineering, the impact of radiation on matter, fuel fabrication and the fuel cycle, radioactive wastes and storage methods, reactor accidents, and nuclear policy.
The material will be presented by a team of leading researchers in nuclear engineering. The course material is advanced in nature, due to its interdisciplinary content, its delivery in an intensive mode, and the breadth of topics covered. Hence, students taking this course must have the skillsÂ of an Honours level graduate engineer such that theyÂ are capable of undertaking self-directed reading and learning in engineering systems, performing individual research, and have the required maths and engineering skills.",Engineering
Legal Aspects of Projects,"All projects exist in a legal context.  They are initiated through agreements leading to formal or implied contracts between clients and suppliers. They are subject to various forms of legislation, regulation and codes of conduct.",Engineering
History and Philosophy of Engineering,"ENGG1000 is a unique course that aims to provide students with an understanding of the historical development of Engineering with relation to societal expectations of the period. Engineering as a field of study and profession has developed over millennia from simple (yet significant) advances in technology such as the lever and wheel, to modern day examples such as advanced computers, nanomaterials and space flight.",Engineering
Professional Engineering and IT,"ENGG1805 aims to introduce students to the fundamental principles that underlie professional practice in information technologies. It lays the foundation for later studies, and presents to the students challenges common to a multidisciplinary IT environment. The subject also provides students with the opportunity to develop important attributes such as communication skills, an understanding of professional ethics, and of working as a part of a team. Tool use is an important aspect of this unit: students are required to learn to use tools for testing, managing artefacts, planning and completing work, and communicating within the team. A selection of guest speakers will address students on different career paths.",Engineering
Integrated Engineering 3,ENGG3111 continues the theme of integrating student’s professional development with practice. This integration is achieved through combining a series of interrelated activities which build on achievements of previous semesters. These learning activities combined to:,Engineering
Engineering Project: Business Plan 2 Adv,"Entrepreneurship has traditionally been defined in terms of business and profit eg ""the capacity and willingness to develop, organize and manage a business venture along with any of its risks in order to make a profit"". More recently, the term has taken on a broader meaning as companies pursue new routes to innovation. Entrepreneurship is now seen as an essential activity and skillset within all sorts of organisations. It is a new way of getting new things to happen. It has become an essential competence for all professionals, and in particular engineers.",Engineering
Engineering Foundation Studies A,Foundations studies covers content that may be assumed knowledge or prerequisite information for follow-on Master of Professional Engineering units. Completion of assigned project work in prescribed background material by the coordinators of the specialist programs will allow students to meet the entry requirements of the MPE degree.,Engineering
Integrated Engineering 1,"Integrated Engineering 1 provides students with an understanding of the nature and diversity of engineering practice and begins the development of a set of intellectual tools for integrating their ongoing personal, academic, and professional development. An open-ended design project is used to highlight foundational engineering and professional practice skills, and the application of these skills to real world projects and workplace practice. The project demonstrates the role that various professional and academic competencies play in the ability to manage contemporary professional engineering issues. Through developing their knowledge of the engineering discipline, students enhance their capacity for lifelong learning through critical reflection and self-assessment, creating and monitoring career goals as well as building a sense of responsibility for their learning. Through case studies, design projects and challenges, students expand their communication skills, develop competency in team-based problem solving and creating innovative solutions, as well as apply critical thinking and inquiry. These activities also develop student's research skills and enable them to experience the engineering design process, manage projects, and appreciate the significance of ethics, safety and sustainability. Dalyell students may enrol in ENGD1000 Building a Sustainable World in place of ENGG1111.",Engineering
Project Analytics ,"Project data analysis is required to inform decision making. This becomes increasingly significant as projects become larger and more complex. This subject introduces students to a variety of fundamental analytical techniques used in project management including consideration of their assumptions, limitations, how and when they should be applied.",Engineering
Introduction to Project Management,"Project management is a rapidly growing profession applied across all industries. This subject provides an overview of project management and its relationship to program and portfolio management and the broader business context. The Unit introduces students to variations in project management as interpreted and applied in different industries. It will cover the nature of the project management profession, project career paths and the graduate qualities sought by employers. It introduces the primary professional standards and project management terminology.",Engineering
"Project Time, Cost and Resources","Project management requires complex planning decisions with regards to schedules, budgets and resources in both traditional and agile environments. This unit of study introduces students to tools, methods and approaches such as the work breakdown structure,  milestone planning, precedence diagram, Gantt charts and critical pathways. These tools and techniques help project managers balance time, cost and resources; and understand the impact on the schedule, budget and resource allocation associated with potential risks.",Engineering
Effective Project Communication,"Projects are constructed and progressed through communication. Effective communication can save a poor project just as much as poor communication can undermine a successful project. This Unit of Study covers the essential skills of effective project communication and sets students up to exercise influence through interpersonal skills. Students will also be taught to construct patterns of communication suitable for the demands of different projects. This unit will help students develop critical thinking, referencing, and the way they use information in their decision making. Students will focus on personal integrity and reliability as well as self awareness.",Engineering
Project Acceptance ,"Projects are initiated to deliver specific objectives and outcomes. This unit of study builds on material introduced in Project Initiation and Scope focusing on fitness for purpose organisational benefits. It is concerned with the practices required to ensure that specific project objectives are met, the project is successfully delivered and is accepted by key stakeholders.",Engineering
Project Initiation & Scope,"Projects need to be set up to succeed from the start. This includes careful consideration of the purpose of the project and how this breaks down through work, deliverables and responsibility. This Unit of Study addresses the techniques required to design a successful project. It provides the foundation for more detailed planning and execution. Upon completion of this course, students will develop thinking and listening skills, while demonstrating initiative and drive to achieve project related outcomes.",Engineering
Advanced Engineering 1,"Real engineering in first year! The course is designed to introduce Advanced engineering students to the essential generic engineering skills of communication, problem identification and solution, design, teamwork, and understanding of the social, cultural, global, ethical and environment responsibilities of the professional engineer. These skills are pursued through a real world Engineers Without Borders Challenge project in a developing country.",Engineering
Major Industrial Project,"Students spend 6 months at an industrial placement working on a major engineering project relevant to their engineering stream. This is a 24 credit point unit, which may be undertaken as an alternative to AMME4111/4112 Thesis A & B, and two recommended electives. This unit of study gives students experience in carrying out a major project within an industrial environment, and in preparing and presenting detailed technical reports (both oral and written) on their work. The project is carried out under joint University/industry supervision, with the student essentially being engaged fulltime on the project at the industrial site.",Engineering
Regulatory Affairs in the Medical Industry,"Supply of medical devices, diagnostics and related therapeutic products is regulated in most jurisdictions, with sophisticated and complex regulatory regimes in all large economies. These regulations are applied both to manufacturers and designers and to biomedical engineers undertaking device custom manufacture or maintenance in clinical environments. This UoS will explore the different regulatory frameworks in the “Global Harmonisation Task Force” group of jurisdictions  (US, EU, Canada, Japan, Australia) as well as emerging regulatory practices in Asia and South America.  Emphasis will be on the commonality of the underlying technical standards and the importance of sophisticated risk management approaches to compliance.",Engineering
"Sustainable Design, Engineering & Management","The aim of this unit of study is to give students an insight and understanding of the environmental and sustainability challenges that Australia and the planet are facing and how these have given rise to the practice of Sustainable Design, Engineering and Management. The objective of this course is to provide a comprehensive overview of the nature and causes of the major environmental problems facing our planet, with a particular focus on energy and water, and how engineering is addressing these challenges.",Engineering
Advanced Engineering Design B,"The aim to this unit is to develop an understanding of the practice of engineering, utilising a diverse range of skills to solve complex problems.",Engineering
Advanced Engineering Design A [shell][not offered],"The aim to this unit is to develop an understanding of the practice of engineering, utilising a diverse range of skills to solve complex problems. Students will gain skills in design, analysis and management by undertaking a significant project in a multi-disciplinary team comprising students from across the faculty. Each student will be required to work in a team to produce an integrated design in greater detail than is possible in ordinary classes and to write a significant design report presenting the results of the process. The ability to work in a team of engineers from different disciplines will be assessed as part of this design project.",Engineering
Practical Experience,"The BE requires students to obtain industrial work experience of twelve weeks duration (60 working days) or its equivalent towards satisfying the requirements for award of the degree. Students are recommended to undertake their work experience in the break between Year 3 and 4, however any engineering work taken after Year 2 may be accepted for the requirements of this unit.",Engineering
Integrated Engineering 4,"The focus for this unit is on fostering leadership capacity in engineering through exploration of 'Grand Challenges' impacting engineering as a socially, economically and environmentally influential field of practice. Through a number of activities, students are provided opportunities to demonstrate skills in leadership, influencing, research and analysis. At this level, students are expected to work autonomously and collaboratively to generate forward thinking policy positions for an engineering entity in response to a global Grand Challenge.",Engineering
Engineering Graduate Exchange A,"The purpose of this unit is to enable students to undertake an overseas learning activity during the university's summer or winter break while completing a Masters degree in either Engineering, Professional Engineering, Information Technologies or Project Management.  The learning activity may comprise either a short project under academic or industry supervision or summer or winter school unit of study at an approved overseas institution.  The learning activity should demonstrate outcomes and workload equivalent to a 6 credit point Master's level unit in the student's current award program.",Engineering
